accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro,mcc,kappa,roc_auc_ovr_macro,roc_auc_available,train_time,test_time,classifier,corpus,model,regime,pooling,split,dim
0.8442857142857143,0.6812211184919875,0.8399254200227639,0.8442857142857143,0.8304884626176774,0.714307185890351,0.6812211184919875,0.6701698180903604,0.7903704815989726,0.7882774068530043,0.936260764558282,True,1.0887374421581626,0.007806251058354974,DT,raw,Murmur2Vec,m2v_trunc,-,4,23665
0.7693282636248415,0.5918216858511267,0.7618785954257897,0.7693282636248415,0.7625810252402153,0.6019738045165813,0.5918216858511267,0.5912125112409526,0.7185464728669401,0.718083727943082,0.9505233831796184,True,1.8402957909274846,0.0018395970109850168,LR,dedup,esm2_8M,truncate,mean,0,320
0.7566539923954373,0.5835660248306397,0.7372670859047977,0.7566539923954373,0.7431901423292726,0.5716036279988527,0.5835660248306397,0.5714139481409866,0.7017667337795384,0.7012065112554462,0.9560169117903471,True,5.000486860983074,0.0016045661177486181,LR,dedup,esm2_8M,truncate,mean,1,320
0.752851711026616,0.5551230759392803,0.7426993799736392,0.752851711026616,0.7420557340263044,0.5900210812132122,0.5551230759392803,0.5565535458377033,0.6976169157886718,0.6966874257021699,0.952967527951919,True,3.933139899978414,0.001722907880321145,LR,dedup,esm2_8M,truncate,mean,2,320
0.7591888466413181,0.5744552681750004,0.741958750462806,0.7591888466413181,0.7482512943926554,0.5728551103684046,0.5744552681750004,0.5701097827130295,0.704940745614904,0.704422716329802,0.9454363709916737,True,4.483859953004867,0.0014974649529904127,LR,dedup,esm2_8M,truncate,mean,3,320
0.7566539923954373,0.5902122819305968,0.7422116912648156,0.7566539923954373,0.747499753571657,0.5867221576159541,0.5902122819305968,0.584835392084113,0.7019719945635816,0.7016837005966798,0.9543867420083163,True,3.793504328932613,0.001875084126368165,LR,dedup,esm2_8M,truncate,mean,4,320
0.6932826362484157,0.48709447367141756,0.668326730301657,0.6932826362484157,0.6640186774697877,0.612428713375751,0.48709447367141756,0.5238643247743257,0.6135743863967047,0.6085820122957457,0.9312473178494284,True,0.33364525297656655,0.04831021395511925,RF,dedup,esm2_8M,truncate,mean,0,320
0.6730038022813688,0.4589152748778209,0.6318083226787562,0.6730038022813688,0.6390892274654674,0.557389064508969,0.4589152748778209,0.48378298331664404,0.5872445436360916,0.5823358269283642,0.9259038335789325,True,0.23541236412711442,0.048267864156514406,RF,dedup,esm2_8M,truncate,mean,1,320
0.6945500633713562,0.45186038195475575,0.6773642712198185,0.6945500633713562,0.6634374015346909,0.6755330381616194,0.45186038195475575,0.5137554173495441,0.6135129281823476,0.6061504237814729,0.905905706055475,True,0.22116860514506698,0.047407447127625346,RF,dedup,esm2_8M,truncate,mean,2,320
0.6907477820025348,0.4509906494573691,0.6455678934553718,0.6907477820025348,0.6575759942811984,0.5535449082165391,0.4509906494573691,0.4818953304969302,0.6105810114358758,0.606182724211715,0.9278855176608048,True,0.21501978812739253,0.04815786797553301,RF,dedup,esm2_8M,truncate,mean,3,320
